timestamp,spot_id,sensor_id,measured_water_depth_cm,surface_water_velocity_mps,alarm_status,battery_health_pct
2024-07-01 01:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,95
2024-07-01 01:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,90
2024-07-01 01:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,88
2024-07-01 01:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,89
2024-07-01 01:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,97
2024-07-01 01:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,90
2024-07-01 01:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,95
2024-07-01 01:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,89
2024-07-01 01:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,90
2024-07-01 01:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,94
2024-07-01 02:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,97
2024-07-01 02:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,93
2024-07-01 02:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,90
2024-07-01 02:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,97
2024-07-01 02:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,99
2024-07-01 02:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,95
2024-07-01 02:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,88
2024-07-01 02:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,88
2024-07-01 02:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,98
2024-07-01 02:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,98
2024-07-01 02:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,89
2024-07-01 02:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,98
2024-07-01 02:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,88
2024-07-01 02:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,98
2024-07-01 02:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,93
2024-07-01 03:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,100
2024-07-01 03:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,93
2024-07-01 03:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,97
2024-07-01 03:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,89
2024-07-01 03:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,100
2024-07-01 03:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,97
2024-07-01 03:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,96
2024-07-01 03:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,100
2024-07-01 03:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,97
2024-07-01 03:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,97
2024-07-01 03:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,93
2024-07-01 03:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,89
2024-07-01 03:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,88
2024-07-01 03:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,90
2024-07-01 03:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,93
2024-07-01 04:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,95
2024-07-01 04:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,91
2024-07-01 04:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,93
2024-07-01 04:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,95
2024-07-01 04:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,99
2024-07-01 04:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,90
2024-07-01 04:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,91
2024-07-01 04:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,98
2024-07-01 04:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,89
2024-07-01 04:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,93
2024-07-01 04:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,99
2024-07-01 04:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,91
2024-07-01 04:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,90
2024-07-01 04:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,95
2024-07-01 04:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,98
2024-07-01 05:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,95
2024-07-01 05:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,90
2024-07-01 05:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,95
2024-07-01 05:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,88
2024-07-01 05:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,92
2024-07-01 05:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,88
2024-07-01 05:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,100
2024-07-01 05:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,97
2024-07-01 05:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,100
2024-07-01 05:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,93
2024-07-01 05:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,93
2024-07-01 05:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,98
2024-07-01 05:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,98
2024-07-01 05:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,98
2024-07-01 05:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,98
2024-07-01 06:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,92
2024-07-01 06:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,100
2024-07-01 06:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,90
2024-07-01 06:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,98
2024-07-01 06:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,95
2024-07-01 06:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,95
2024-07-01 06:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,88
2024-07-01 06:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,93
2024-07-01 06:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,88
2024-07-01 06:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,93
2024-07-01 06:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,96
2024-07-01 06:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,95
2024-07-01 06:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,88
2024-07-01 06:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,92
2024-07-01 06:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,88
2024-07-01 07:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,91
2024-07-01 07:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,95
2024-07-01 07:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,91
2024-07-01 07:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,92
2024-07-01 07:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,99
2024-07-01 07:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,90
2024-07-01 07:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,97
2024-07-01 07:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,98
2024-07-01 07:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,98
2024-07-01 07:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,89
2024-07-01 07:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,88
2024-07-01 07:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,89
2024-07-01 07:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,96
2024-07-01 07:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,99
2024-07-01 07:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,99
2024-07-01 08:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,88
2024-07-01 08:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,89
2024-07-01 08:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,90
2024-07-01 08:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,100
2024-07-01 08:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,88
2024-07-01 08:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,97
2024-07-01 08:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,100
2024-07-01 08:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,98
2024-07-01 08:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,92
2024-07-01 08:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,92
2024-07-01 08:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,92
2024-07-01 08:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,92
2024-07-01 08:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,95
2024-07-01 08:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,93
2024-07-01 08:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,89
2024-07-01 09:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,93
2024-07-01 09:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,93
2024-07-01 09:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,97
2024-07-01 09:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,92
2024-07-01 09:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,91
2024-07-01 09:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,89
2024-07-01 09:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,90
2024-07-01 09:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,93
2024-07-01 09:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,92
2024-07-01 09:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,89
2024-07-01 09:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,98
2024-07-01 09:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,90
2024-07-01 09:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,97
2024-07-01 09:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,100
2024-07-01 09:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,96
2024-07-01 10:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,97
2024-07-01 10:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,96
2024-07-01 10:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,98
2024-07-01 10:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,99
2024-07-01 10:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,96
2024-07-01 10:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,88
2024-07-01 10:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,98
2024-07-01 10:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,91
2024-07-01 10:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,92
2024-07-01 10:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,89
2024-07-01 10:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,92
2024-07-01 10:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,100
2024-07-01 10:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,100
2024-07-01 10:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,94
2024-07-01 10:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,93
2024-07-01 11:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,93
2024-07-01 11:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,92
2024-07-01 11:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,97
2024-07-01 11:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,100
2024-07-01 11:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,93
2024-07-01 11:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,100
2024-07-01 11:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,91
2024-07-01 11:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,97
2024-07-01 11:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,88
2024-07-01 11:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,88
2024-07-01 11:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,95
2024-07-01 11:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,90
2024-07-01 11:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,88
2024-07-01 11:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,93
2024-07-01 11:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,90
2024-07-01 12:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,93
2024-07-01 12:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,98
2024-07-01 12:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,90
2024-07-01 12:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,99
2024-07-01 12:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,100
2024-07-01 12:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,88
2024-07-01 12:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,93
2024-07-01 12:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,94
2024-07-01 12:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,98
2024-07-01 12:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,100
2024-07-01 12:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,90
2024-07-01 12:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,98
2024-07-01 12:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,88
2024-07-01 12:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,93
2024-07-01 12:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,100
2024-07-01 13:00:00,WLS_HND_01,SENS_WLS_HND_01,25.5,0.5,Amber Alert - Waterlogging,96
2024-07-01 13:00:00,WLS_GND_02,SENS_WLS_GND_02,20.3,0.97,Amber Alert - Waterlogging,99
2024-07-01 13:00:00,WLS_MLN_03,SENS_WLS_MLN_03,31.1,1.39,Amber Alert - Waterlogging,93
2024-07-01 13:00:00,WLS_AND_04,SENS_WLS_AND_04,35.7,1.24,Amber Alert - Waterlogging,99
2024-07-01 13:00:00,WLS_KHR_05,SENS_WLS_KHR_05,31.0,1.37,Amber Alert - Waterlogging,88
2024-07-01 13:00:00,WLS_KRL_06,SENS_WLS_KRL_06,14.8,0.81,Green - Normal,89
2024-07-01 13:00:00,WLS_SIO_07,SENS_WLS_SIO_07,20.1,1.16,Amber Alert - Waterlogging,98
2024-07-01 13:00:00,WLS_DDR_08,SENS_WLS_DDR_08,16.0,0.3,Amber Alert - Waterlogging,91
2024-07-01 13:00:00,WLS_CHM_09,SENS_WLS_CHM_09,12.1,0.6,Green - Normal,88
2024-07-01 13:00:00,WLS_MLD_10,SENS_WLS_MLD_10,32.7,0.55,Amber Alert - Waterlogging,91
2024-07-01 13:00:00,WLS_DHS_11,SENS_WLS_DHS_11,22.5,0.3,Amber Alert - Waterlogging,89
2024-07-01 13:00:00,WLS_CHN_12,SENS_WLS_CHN_12,20.9,1.37,Amber Alert - Waterlogging,90
2024-07-01 13:00:00,WLS_WRL_13,SENS_WLS_WRL_13,6.9,0.5,Green - Normal,90
2024-07-01 13:00:00,WLS_BYC_14,SENS_WLS_BYC_14,13.5,0.48,Green - Normal,88
2024-07-01 13:00:00,WLS_MNK_15,SENS_WLS_MNK_15,21.4,0.48,Amber Alert - Waterlogging,90
2024-07-01 14:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,99
2024-07-01 14:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,97
2024-07-01 14:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,94
2024-07-01 14:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,93
2024-07-01 14:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,95
2024-07-01 14:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,100
2024-07-01 14:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,94
2024-07-01 14:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,96
2024-07-01 14:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,98
2024-07-01 14:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,97
2024-07-01 14:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,89
2024-07-01 14:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,98
2024-07-01 14:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,99
2024-07-01 14:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,98
2024-07-01 14:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,99
2024-07-01 15:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,99
2024-07-01 15:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,100
2024-07-01 15:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,97
2024-07-01 15:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,92
2024-07-01 15:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,97
2024-07-01 15:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,89
2024-07-01 15:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,92
2024-07-01 15:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,99
2024-07-01 15:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,95
2024-07-01 15:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,100
2024-07-01 15:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,90
2024-07-01 15:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,91
2024-07-01 15:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,89
2024-07-01 15:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,92
2024-07-01 15:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,95
2024-07-01 16:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,98
2024-07-01 16:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,99
2024-07-01 16:00:00,WLS_MLN_03,SENS_WLS_MLN_03,0.0,0.0,Green - Normal,89
2024-07-01 16:00:00,WLS_AND_04,SENS_WLS_AND_04,0.0,0.0,Green - Normal,98
2024-07-01 16:00:00,WLS_KHR_05,SENS_WLS_KHR_05,0.0,0.0,Green - Normal,95
2024-07-01 16:00:00,WLS_KRL_06,SENS_WLS_KRL_06,0.0,0.0,Green - Normal,99
2024-07-01 16:00:00,WLS_SIO_07,SENS_WLS_SIO_07,0.0,0.0,Green - Normal,88
2024-07-01 16:00:00,WLS_DDR_08,SENS_WLS_DDR_08,0.0,0.0,Green - Normal,89
2024-07-01 16:00:00,WLS_CHM_09,SENS_WLS_CHM_09,0.0,0.0,Green - Normal,94
2024-07-01 16:00:00,WLS_MLD_10,SENS_WLS_MLD_10,0.0,0.0,Green - Normal,98
2024-07-01 16:00:00,WLS_DHS_11,SENS_WLS_DHS_11,0.0,0.0,Green - Normal,96
2024-07-01 16:00:00,WLS_CHN_12,SENS_WLS_CHN_12,0.0,0.0,Green - Normal,97
2024-07-01 16:00:00,WLS_WRL_13,SENS_WLS_WRL_13,0.0,0.0,Green - Normal,91
2024-07-01 16:00:00,WLS_BYC_14,SENS_WLS_BYC_14,0.0,0.0,Green - Normal,100
2024-07-01 16:00:00,WLS_MNK_15,SENS_WLS_MNK_15,0.0,0.0,Green - Normal,94
2024-07-01 17:00:00,WLS_HND_01,SENS_WLS_HND_01,0.0,0.0,Green - Normal,90
2024-07-01 17:00:00,WLS_GND_02,SENS_WLS_GND_02,0.0,0.0,Green - Normal,96
