spot_id,location_name,ward,timestamp_ist,latitude,longitude,ground_elevation_m,hourly_rainfall_mm,tide_level_m,water_depth_cm,alert_status
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 10:30:00,19.0125,72.8432,2.2,6.5,0.78,2.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 10:45:00,19.0125,72.8432,2.2,6.5,0.78,3.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 11:00:00,19.0125,72.8432,2.2,5.4,0.86,4.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 11:15:00,19.0125,72.8432,2.2,5.4,0.86,2.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 11:30:00,19.0125,72.8432,2.2,5.4,0.86,2.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 11:45:00,19.0125,72.8432,2.2,5.4,0.86,2.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 12:00:00,19.0125,72.8432,2.2,2.4,1.69,0.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 12:15:00,19.0125,72.8432,2.2,2.4,1.69,0.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 12:30:00,19.0125,72.8432,2.2,2.4,1.69,0.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 12:45:00,19.0125,72.8432,2.2,2.4,1.69,1.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 13:00:00,19.0125,72.8432,2.2,1.3,2.5,1.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 13:15:00,19.0125,72.8432,2.2,1.3,2.5,0.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 13:30:00,19.0125,72.8432,2.2,1.3,2.5,0.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 13:45:00,19.0125,72.8432,2.2,1.3,2.5,0.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 14:00:00,19.0125,72.8432,2.2,1.9,3.39,1.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 14:15:00,19.0125,72.8432,2.2,1.9,3.39,0.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 14:30:00,19.0125,72.8432,2.2,1.9,3.39,0.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 14:45:00,19.0125,72.8432,2.2,1.9,3.39,1.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 15:00:00,19.0125,72.8432,2.2,4.6,3.99,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 15:15:00,19.0125,72.8432,2.2,4.6,3.99,1.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 15:30:00,19.0125,72.8432,2.2,4.6,3.99,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 15:45:00,19.0125,72.8432,2.2,4.6,3.99,0.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 16:00:00,19.0125,72.8432,2.2,3.4,4.36,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 16:15:00,19.0125,72.8432,2.2,3.4,4.36,1.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 16:30:00,19.0125,72.8432,2.2,3.4,4.36,1.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 16:45:00,19.0125,72.8432,2.2,3.4,4.36,1.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 17:00:00,19.0125,72.8432,2.2,7.2,4.05,5.7,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 17:15:00,19.0125,72.8432,2.2,7.2,4.05,3.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 17:30:00,19.0125,72.8432,2.2,7.2,4.05,3.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 17:45:00,19.0125,72.8432,2.2,7.2,4.05,4.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 18:00:00,19.0125,72.8432,2.2,7.2,3.3,3.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 18:15:00,19.0125,72.8432,2.2,7.2,3.3,3.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 18:30:00,19.0125,72.8432,2.2,7.2,3.3,3.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 18:45:00,19.0125,72.8432,2.2,7.2,3.3,5.0,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 19:00:00,19.0125,72.8432,2.2,3.3,2.57,0.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 19:15:00,19.0125,72.8432,2.2,3.3,2.57,1.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 19:30:00,19.0125,72.8432,2.2,3.3,2.57,1.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 19:45:00,19.0125,72.8432,2.2,3.3,2.57,1.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 20:00:00,19.0125,72.8432,2.2,1.2,1.63,1.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 20:15:00,19.0125,72.8432,2.2,1.2,1.63,1.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 20:30:00,19.0125,72.8432,2.2,1.2,1.63,0.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 20:45:00,19.0125,72.8432,2.2,1.2,1.63,1.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 21:00:00,19.0125,72.8432,2.2,1.3,0.88,2.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 21:15:00,19.0125,72.8432,2.2,1.3,0.88,0.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 21:30:00,19.0125,72.8432,2.2,1.3,0.88,1.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 21:45:00,19.0125,72.8432,2.2,1.3,0.88,1.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 22:00:00,19.0125,72.8432,2.2,0.9,0.67,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 22:15:00,19.0125,72.8432,2.2,0.9,0.67,0.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 22:30:00,19.0125,72.8432,2.2,0.9,0.67,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 22:45:00,19.0125,72.8432,2.2,0.9,0.67,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 23:00:00,19.0125,72.8432,2.2,1.8,1.04,0.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 23:15:00,19.0125,72.8432,2.2,1.8,1.04,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 23:30:00,19.0125,72.8432,2.2,1.8,1.04,0.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-01 23:45:00,19.0125,72.8432,2.2,1.8,1.04,0.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 00:00:00,19.0125,72.8432,2.2,2.4,1.67,1.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 00:15:00,19.0125,72.8432,2.2,2.4,1.67,1.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 00:30:00,19.0125,72.8432,2.2,2.4,1.67,1.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 00:45:00,19.0125,72.8432,2.2,2.4,1.67,1.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 01:00:00,19.0125,72.8432,2.2,2.7,2.49,1.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 01:15:00,19.0125,72.8432,2.2,2.7,2.49,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 01:30:00,19.0125,72.8432,2.2,2.7,2.49,0.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 01:45:00,19.0125,72.8432,2.2,2.7,2.49,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 02:00:00,19.0125,72.8432,2.2,2.3,3.38,1.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 02:15:00,19.0125,72.8432,2.2,2.3,3.38,1.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 02:30:00,19.0125,72.8432,2.2,2.3,3.38,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 02:45:00,19.0125,72.8432,2.2,2.3,3.38,0.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 03:00:00,19.0125,72.8432,2.2,1.7,4.11,0.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 03:15:00,19.0125,72.8432,2.2,1.7,4.11,0.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 03:30:00,19.0125,72.8432,2.2,1.7,4.11,0.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 03:45:00,19.0125,72.8432,2.2,1.7,4.11,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 04:00:00,19.0125,72.8432,2.2,1.4,4.22,1.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 04:15:00,19.0125,72.8432,2.2,1.4,4.22,0.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 04:30:00,19.0125,72.8432,2.2,1.4,4.22,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 04:45:00,19.0125,72.8432,2.2,1.4,4.22,0.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 05:00:00,19.0125,72.8432,2.2,2.8,4.15,1.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 05:15:00,19.0125,72.8432,2.2,2.8,4.15,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 05:30:00,19.0125,72.8432,2.2,2.8,4.15,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 05:45:00,19.0125,72.8432,2.2,2.8,4.15,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 06:00:00,19.0125,72.8432,2.2,8.1,3.36,4.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 06:15:00,19.0125,72.8432,2.2,8.1,3.36,5.1,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 06:30:00,19.0125,72.8432,2.2,8.1,3.36,5.0,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 06:45:00,19.0125,72.8432,2.2,8.1,3.36,5.5,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 07:00:00,19.0125,72.8432,2.2,2.2,2.49,1.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 07:15:00,19.0125,72.8432,2.2,2.2,2.49,0.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 07:30:00,19.0125,72.8432,2.2,2.2,2.49,0.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 07:45:00,19.0125,72.8432,2.2,2.2,2.49,0.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 08:00:00,19.0125,72.8432,2.2,7.5,1.61,5.3,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 08:15:00,19.0125,72.8432,2.2,7.5,1.61,5.3,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 08:30:00,19.0125,72.8432,2.2,7.5,1.61,5.1,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 08:45:00,19.0125,72.8432,2.2,7.5,1.61,6.2,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 09:00:00,19.0125,72.8432,2.2,5.9,1.03,3.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 09:15:00,19.0125,72.8432,2.2,5.9,1.03,2.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 09:30:00,19.0125,72.8432,2.2,5.9,1.03,3.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 09:45:00,19.0125,72.8432,2.2,5.9,1.03,5.0,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 10:00:00,19.0125,72.8432,2.2,2.6,0.75,1.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 10:15:00,19.0125,72.8432,2.2,2.6,0.75,0.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 10:30:00,19.0125,72.8432,2.2,2.6,0.75,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 10:45:00,19.0125,72.8432,2.2,2.6,0.75,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 11:00:00,19.0125,72.8432,2.2,3.0,0.89,0.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 11:15:00,19.0125,72.8432,2.2,3.0,0.89,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 11:30:00,19.0125,72.8432,2.2,3.0,0.89,0.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 11:45:00,19.0125,72.8432,2.2,3.0,0.89,0.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 12:00:00,19.0125,72.8432,2.2,1.6,1.59,1.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 12:15:00,19.0125,72.8432,2.2,1.6,1.59,1.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 12:30:00,19.0125,72.8432,2.2,1.6,1.59,1.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 12:45:00,19.0125,72.8432,2.2,1.6,1.59,1.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 13:00:00,19.0125,72.8432,2.2,2.1,2.49,0.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 13:15:00,19.0125,72.8432,2.2,2.1,2.49,1.7,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 13:30:00,19.0125,72.8432,2.2,2.1,2.49,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 13:45:00,19.0125,72.8432,2.2,2.1,2.49,1.5,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 14:00:00,19.0125,72.8432,2.2,1.2,3.46,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 14:15:00,19.0125,72.8432,2.2,1.2,3.46,0.1,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 14:30:00,19.0125,72.8432,2.2,1.2,3.46,0.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 14:45:00,19.0125,72.8432,2.2,1.2,3.46,2.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 15:00:00,19.0125,72.8432,2.2,8.2,4.12,4.6,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 15:15:00,19.0125,72.8432,2.2,8.2,4.12,4.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 15:30:00,19.0125,72.8432,2.2,8.2,4.12,4.2,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 15:45:00,19.0125,72.8432,2.2,8.2,4.12,5.9,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 16:00:00,19.0125,72.8432,2.2,8.6,4.29,5.0,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 16:15:00,19.0125,72.8432,2.2,8.6,4.29,5.7,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 16:30:00,19.0125,72.8432,2.2,8.6,4.29,5.6,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 16:45:00,19.0125,72.8432,2.2,8.6,4.29,7.0,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 17:00:00,19.0125,72.8432,2.2,7.5,4.1,5.2,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 17:15:00,19.0125,72.8432,2.2,7.5,4.1,6.2,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 17:30:00,19.0125,72.8432,2.2,7.5,4.1,5.5,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 17:45:00,19.0125,72.8432,2.2,7.5,4.1,5.1,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 18:00:00,19.0125,72.8432,2.2,8.2,3.49,5.9,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 18:15:00,19.0125,72.8432,2.2,8.2,3.49,4.3,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 18:30:00,19.0125,72.8432,2.2,8.2,3.49,6.2,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 18:45:00,19.0125,72.8432,2.2,8.2,3.49,6.6,ADVISORY_SLOW_TRAFFIC
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 19:00:00,19.0125,72.8432,2.2,3.1,2.45,0.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 19:15:00,19.0125,72.8432,2.2,3.1,2.45,1.9,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 19:30:00,19.0125,72.8432,2.2,3.1,2.45,1.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 19:45:00,19.0125,72.8432,2.2,3.1,2.45,0.4,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 20:00:00,19.0125,72.8432,2.2,1.8,1.62,0.8,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 20:15:00,19.0125,72.8432,2.2,1.8,1.62,2.0,NORMAL_CLEAR
WL_HND_01,Hindmata Cinema Junction,F/S,2024-07-02 20:30:00,19.0125,72.8432,2.2,1.8,1.62,0.1,NORMAL_CLEAR
