timestamp,station_id,station_name,ward,rainfall_mm_per_hr,rainfall_category,humidity_pct,atmospheric_pressure_hpa
2022-06-01 10:00:00,AWS_KRL_03,Kurla AWS,L,28.18,Heavy,96,1000.1
2022-06-01 10:00:00,AWS_CHM_04,Chembur AWS,M/W,16.45,Heavy,98,1000.1
2022-06-01 10:00:00,AWS_AND_05,Andheri West AWS,K/W,16.24,Heavy,98,1000.5
2022-06-01 10:00:00,AWS_DDR_06,Dadar AWS,G/N,16.04,Heavy,98,999.3
2022-06-01 10:00:00,AWS_BVI_07,Borivali AWS,R/C,23.18,Heavy,97,999.4
2022-06-01 10:00:00,AWS_WRL_08,Worli AWS,G/S,17.04,Heavy,95,1001.0
2022-06-01 11:00:00,AWS_SCZ_01,Santacruz AWS,H/E,23.99,Heavy,97,1000.3
2022-06-01 11:00:00,AWS_CLB_02,Colaba AWS,A,33.83,Heavy,97,999.7
2022-06-01 11:00:00,AWS_KRL_03,Kurla AWS,L,33.83,Heavy,96,1000.6
2022-06-01 11:00:00,AWS_CHM_04,Chembur AWS,M/W,21.82,Heavy,95,1000.4
2022-06-01 11:00:00,AWS_AND_05,Andheri West AWS,K/W,21.66,Heavy,94,1000.9
2022-06-01 11:00:00,AWS_DDR_06,Dadar AWS,G/N,32.55,Heavy,97,1000.2
2022-06-01 11:00:00,AWS_BVI_07,Borivali AWS,R/C,23.33,Heavy,94,999.8
2022-06-01 11:00:00,AWS_WRL_08,Worli AWS,G/S,25.27,Heavy,96,998.7
2022-06-01 12:00:00,AWS_SCZ_01,Santacruz AWS,H/E,21.59,Heavy,96,999.5
2022-06-01 12:00:00,AWS_CLB_02,Colaba AWS,A,23.59,Heavy,98,1002.3
2022-06-01 12:00:00,AWS_KRL_03,Kurla AWS,L,19.99,Heavy,94,997.0
2022-06-01 12:00:00,AWS_CHM_04,Chembur AWS,M/W,24.66,Heavy,98,1001.2
2022-06-01 12:00:00,AWS_AND_05,Andheri West AWS,K/W,22.34,Heavy,98,1001.9
2022-06-01 12:00:00,AWS_DDR_06,Dadar AWS,G/N,21.38,Heavy,96,999.5
2022-06-01 12:00:00,AWS_BVI_07,Borivali AWS,R/C,15.27,Moderate,96,1000.7
2022-06-01 12:00:00,AWS_WRL_08,Worli AWS,G/S,14.31,Moderate,98,1002.8
2022-06-01 13:00:00,AWS_SCZ_01,Santacruz AWS,H/E,18.09,Heavy,94,1002.0
2022-06-01 13:00:00,AWS_CLB_02,Colaba AWS,A,18.41,Heavy,98,1001.3
2022-06-01 13:00:00,AWS_KRL_03,Kurla AWS,L,18.6,Heavy,96,998.6
2022-06-01 13:00:00,AWS_CHM_04,Chembur AWS,M/W,25.85,Heavy,95,1000.5
2022-06-01 13:00:00,AWS_AND_05,Andheri West AWS,K/W,19.57,Heavy,96,997.7
2022-06-01 13:00:00,AWS_DDR_06,Dadar AWS,G/N,19.03,Heavy,96,998.0
2022-06-01 13:00:00,AWS_BVI_07,Borivali AWS,R/C,17.35,Heavy,98,999.1
2022-06-01 13:00:00,AWS_WRL_08,Worli AWS,G/S,24.81,Heavy,96,1000.8
2022-06-01 14:00:00,AWS_SCZ_01,Santacruz AWS,H/E,12.16,Moderate,98,1005.2
2022-06-01 14:00:00,AWS_CLB_02,Colaba AWS,A,9.03,Moderate,97,1006.9
2022-06-01 14:00:00,AWS_KRL_03,Kurla AWS,L,12.7,Moderate,98,1003.5
2022-06-01 14:00:00,AWS_CHM_04,Chembur AWS,M/W,14.45,Moderate,94,1004.3
2022-06-01 14:00:00,AWS_AND_05,Andheri West AWS,K/W,11.22,Moderate,97,1004.1
2022-06-01 14:00:00,AWS_DDR_06,Dadar AWS,G/N,12.85,Moderate,96,1004.7
2022-06-01 14:00:00,AWS_BVI_07,Borivali AWS,R/C,14.73,Moderate,94,1005.2
2022-06-01 14:00:00,AWS_WRL_08,Worli AWS,G/S,9.01,Moderate,97,1005.0
2022-06-01 15:00:00,AWS_SCZ_01,Santacruz AWS,H/E,9.13,Moderate,96,1003.6
2022-06-01 15:00:00,AWS_CLB_02,Colaba AWS,A,10.32,Moderate,98,1005.0
2022-06-01 15:00:00,AWS_KRL_03,Kurla AWS,L,7.64,Moderate,97,1004.2
2022-06-01 15:00:00,AWS_CHM_04,Chembur AWS,M/W,7.25,Moderate,95,1004.1
2022-06-01 15:00:00,AWS_AND_05,Andheri West AWS,K/W,12.74,Moderate,98,1007.1
2022-06-01 15:00:00,AWS_DDR_06,Dadar AWS,G/N,11.39,Moderate,94,1004.5
2022-06-01 15:00:00,AWS_BVI_07,Borivali AWS,R/C,7.79,Moderate,96,1003.5
2022-06-01 15:00:00,AWS_WRL_08,Worli AWS,G/S,10.41,Moderate,94,1006.6
2022-06-01 16:00:00,AWS_SCZ_01,Santacruz AWS,H/E,2.24,Light,95,1005.3
2022-06-01 16:00:00,AWS_CLB_02,Colaba AWS,A,2.24,Light,95,1005.0
2022-06-01 16:00:00,AWS_KRL_03,Kurla AWS,L,2.49,Light,97,1003.9
2022-06-01 16:00:00,AWS_CHM_04,Chembur AWS,M/W,2.19,Light,96,1005.9
2022-06-01 16:00:00,AWS_AND_05,Andheri West AWS,K/W,2.09,Light,97,1004.0
2022-06-01 16:00:00,AWS_DDR_06,Dadar AWS,G/N,2.58,Light,98,1005.9
2022-06-01 16:00:00,AWS_BVI_07,Borivali AWS,R/C,2.19,Light,97,1006.0
2022-06-01 16:00:00,AWS_WRL_08,Worli AWS,G/S,2.49,Light,94,1005.6
2022-06-01 17:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1004.9
2022-06-01 17:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1004.5
2022-06-01 17:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1005.9
2022-06-01 17:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,83,1004.9
2022-06-01 17:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,84,1005.8
2022-06-01 17:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,83,1006.3
2022-06-01 17:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,83,1005.5
2022-06-01 17:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,83,1003.3
2022-06-01 18:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,86,1004.2
2022-06-01 18:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,83,1004.2
2022-06-01 18:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1006.7
2022-06-01 18:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,86,1006.7
2022-06-01 18:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,84,1004.1
2022-06-01 18:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,86,1007.2
2022-06-01 18:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,85,1003.7
2022-06-01 18:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1005.4
2022-06-01 19:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,86,1006.3
2022-06-01 19:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1002.4
2022-06-01 19:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1005.8
2022-06-01 19:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1005.9
2022-06-01 19:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,83,1005.7
2022-06-01 19:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1004.7
2022-06-01 19:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,85,1005.7
2022-06-01 19:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,85,1004.6
2022-06-01 20:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,86,1005.9
2022-06-01 20:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,82,1006.3
2022-06-01 20:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1003.4
2022-06-01 20:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,85,1005.3
2022-06-01 20:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,83,1003.3
2022-06-01 20:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,84,1004.5
2022-06-01 20:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,82,1003.8
2022-06-01 20:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1006.1
2022-06-01 21:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1004.7
2022-06-01 21:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,83,1005.2
2022-06-01 21:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1004.4
2022-06-01 21:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,86,1005.5
2022-06-01 21:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,85,1003.4
2022-06-01 21:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,84,1003.5
2022-06-01 21:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,86,1003.8
2022-06-01 21:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,86,1005.9
2022-06-01 22:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,84,1005.8
2022-06-01 22:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,86,1004.5
2022-06-01 22:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1005.0
2022-06-01 22:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1005.6
2022-06-01 22:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,85,1006.0
2022-06-01 22:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1002.8
2022-06-01 22:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,83,1003.4
2022-06-01 22:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1003.0
2022-06-01 23:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,85,1006.1
2022-06-01 23:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,82,1003.8
2022-06-01 23:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1004.8
2022-06-01 23:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,86,1006.0
2022-06-01 23:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,83,1005.3
2022-06-01 23:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,86,1005.3
2022-06-01 23:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,83,1005.2
2022-06-01 23:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,86,1004.1
2022-06-02 00:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,85,1005.9
2022-06-02 00:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1006.1
2022-06-02 00:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1006.3
2022-06-02 00:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,86,1006.7
2022-06-02 00:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,83,1006.0
2022-06-02 00:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1005.6
2022-06-02 00:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,85,1007.2
2022-06-02 00:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,86,1005.6
2022-06-02 01:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,86,1005.4
2022-06-02 01:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,82,1005.7
2022-06-02 01:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,86,1004.9
2022-06-02 01:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,85,1006.5
2022-06-02 01:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,82,1004.9
2022-06-02 01:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,82,1003.8
2022-06-02 01:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,86,1005.3
2022-06-02 01:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,85,1002.0
2022-06-02 02:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1006.7
2022-06-02 02:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,86,1002.2
2022-06-02 02:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1004.5
2022-06-02 02:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,85,1004.4
2022-06-02 02:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,82,1005.1
2022-06-02 02:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,84,1004.4
2022-06-02 02:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,82,1004.4
2022-06-02 02:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,84,1006.1
2022-06-02 03:00:00,AWS_SCZ_01,Santacruz AWS,H/E,76.61,Extremely Heavy,96,999.3
2022-06-02 03:00:00,AWS_CLB_02,Colaba AWS,A,50.53,Very Heavy,96,1000.6
2022-06-02 03:00:00,AWS_KRL_03,Kurla AWS,L,64.11,Very Heavy,97,1000.8
2022-06-02 03:00:00,AWS_CHM_04,Chembur AWS,M/W,58.44,Very Heavy,95,998.2
2022-06-02 03:00:00,AWS_AND_05,Andheri West AWS,K/W,63.32,Very Heavy,98,999.3
2022-06-02 03:00:00,AWS_DDR_06,Dadar AWS,G/N,74.92,Extremely Heavy,96,1000.4
2022-06-02 03:00:00,AWS_BVI_07,Borivali AWS,R/C,52.11,Very Heavy,95,1001.1
2022-06-02 03:00:00,AWS_WRL_08,Worli AWS,G/S,63.09,Very Heavy,98,997.3
2022-06-02 04:00:00,AWS_SCZ_01,Santacruz AWS,H/E,63.45,Very Heavy,94,1002.5
2022-06-02 04:00:00,AWS_CLB_02,Colaba AWS,A,77.01,Extremely Heavy,94,1000.6
2022-06-02 04:00:00,AWS_KRL_03,Kurla AWS,L,62.41,Very Heavy,95,1001.4
2022-06-02 04:00:00,AWS_CHM_04,Chembur AWS,M/W,50.43,Very Heavy,98,999.2
2022-06-02 04:00:00,AWS_AND_05,Andheri West AWS,K/W,83.18,Extremely Heavy,96,1002.1
2022-06-02 04:00:00,AWS_DDR_06,Dadar AWS,G/N,70.88,Extremely Heavy,95,1003.8
2022-06-02 04:00:00,AWS_BVI_07,Borivali AWS,R/C,54.54,Very Heavy,95,998.3
2022-06-02 04:00:00,AWS_WRL_08,Worli AWS,G/S,54.35,Very Heavy,98,1003.1
2022-06-02 05:00:00,AWS_SCZ_01,Santacruz AWS,H/E,63.18,Very Heavy,97,1001.5
2022-06-02 05:00:00,AWS_CLB_02,Colaba AWS,A,67.83,Extremely Heavy,94,999.8
2022-06-02 05:00:00,AWS_KRL_03,Kurla AWS,L,43.44,Very Heavy,94,1000.5
2022-06-02 05:00:00,AWS_CHM_04,Chembur AWS,M/W,54.24,Very Heavy,94,1002.4
2022-06-02 05:00:00,AWS_AND_05,Andheri West AWS,K/W,65.75,Extremely Heavy,96,1002.8
2022-06-02 05:00:00,AWS_DDR_06,Dadar AWS,G/N,72.17,Extremely Heavy,97,1000.0
2022-06-02 05:00:00,AWS_BVI_07,Borivali AWS,R/C,62.13,Very Heavy,95,1000.1
2022-06-02 05:00:00,AWS_WRL_08,Worli AWS,G/S,51.65,Very Heavy,96,999.0
2022-06-02 06:00:00,AWS_SCZ_01,Santacruz AWS,H/E,36.76,Very Heavy,97,1000.8
2022-06-02 06:00:00,AWS_CLB_02,Colaba AWS,A,49.14,Very Heavy,98,1000.3
2022-06-02 06:00:00,AWS_KRL_03,Kurla AWS,L,40.23,Very Heavy,96,1000.4
2022-06-02 06:00:00,AWS_CHM_04,Chembur AWS,M/W,55.17,Very Heavy,96,1001.1
2022-06-02 06:00:00,AWS_AND_05,Andheri West AWS,K/W,51.72,Very Heavy,97,1000.3
2022-06-02 06:00:00,AWS_DDR_06,Dadar AWS,G/N,38.51,Very Heavy,94,1002.4
2022-06-02 06:00:00,AWS_BVI_07,Borivali AWS,R/C,39.05,Very Heavy,98,999.7
2022-06-02 06:00:00,AWS_WRL_08,Worli AWS,G/S,45.73,Very Heavy,97,1000.6
2022-06-02 07:00:00,AWS_SCZ_01,Santacruz AWS,H/E,45.53,Very Heavy,94,1000.8
2022-06-02 07:00:00,AWS_CLB_02,Colaba AWS,A,54.83,Very Heavy,96,1001.8
2022-06-02 07:00:00,AWS_KRL_03,Kurla AWS,L,42.1,Very Heavy,97,1000.2
2022-06-02 07:00:00,AWS_CHM_04,Chembur AWS,M/W,39.28,Very Heavy,95,1001.7
2022-06-02 07:00:00,AWS_AND_05,Andheri West AWS,K/W,39.61,Very Heavy,96,1000.5
2022-06-02 07:00:00,AWS_DDR_06,Dadar AWS,G/N,41.65,Very Heavy,95,1000.0
2022-06-02 07:00:00,AWS_BVI_07,Borivali AWS,R/C,48.06,Very Heavy,98,1000.0
2022-06-02 07:00:00,AWS_WRL_08,Worli AWS,G/S,36.55,Very Heavy,95,999.5
2022-06-02 08:00:00,AWS_SCZ_01,Santacruz AWS,H/E,32.75,Heavy,98,1000.8
2022-06-02 08:00:00,AWS_CLB_02,Colaba AWS,A,24.49,Heavy,97,1002.3
2022-06-02 08:00:00,AWS_KRL_03,Kurla AWS,L,25.6,Heavy,98,1001.1
2022-06-02 08:00:00,AWS_CHM_04,Chembur AWS,M/W,32.56,Heavy,97,999.4
2022-06-02 08:00:00,AWS_AND_05,Andheri West AWS,K/W,19.94,Heavy,94,999.4
2022-06-02 08:00:00,AWS_DDR_06,Dadar AWS,G/N,22.87,Heavy,96,1000.8
2022-06-02 08:00:00,AWS_BVI_07,Borivali AWS,R/C,25.68,Heavy,96,1001.0
2022-06-02 08:00:00,AWS_WRL_08,Worli AWS,G/S,35.44,Heavy,95,1001.0
2022-06-02 09:00:00,AWS_SCZ_01,Santacruz AWS,H/E,14.51,Moderate,94,1004.8
2022-06-02 09:00:00,AWS_CLB_02,Colaba AWS,A,14.77,Moderate,95,1005.7
2022-06-02 09:00:00,AWS_KRL_03,Kurla AWS,L,15.64,Heavy,96,1000.2
2022-06-02 09:00:00,AWS_CHM_04,Chembur AWS,M/W,11.47,Moderate,95,1003.1
2022-06-02 09:00:00,AWS_AND_05,Andheri West AWS,K/W,12.92,Moderate,95,1004.4
2022-06-02 09:00:00,AWS_DDR_06,Dadar AWS,G/N,15.84,Heavy,97,1000.5
2022-06-02 09:00:00,AWS_BVI_07,Borivali AWS,R/C,11.2,Moderate,98,1004.9
2022-06-02 09:00:00,AWS_WRL_08,Worli AWS,G/S,15.84,Heavy,98,998.4
2022-06-02 10:00:00,AWS_SCZ_01,Santacruz AWS,H/E,10.12,Moderate,97,1005.0
2022-06-02 10:00:00,AWS_CLB_02,Colaba AWS,A,7.94,Moderate,94,1003.0
2022-06-02 10:00:00,AWS_KRL_03,Kurla AWS,L,9.25,Moderate,96,1006.0
2022-06-02 10:00:00,AWS_CHM_04,Chembur AWS,M/W,10.89,Moderate,95,1005.2
2022-06-02 10:00:00,AWS_AND_05,Andheri West AWS,K/W,12.14,Moderate,94,1005.5
2022-06-02 10:00:00,AWS_DDR_06,Dadar AWS,G/N,10.97,Moderate,98,1004.5
2022-06-02 10:00:00,AWS_BVI_07,Borivali AWS,R/C,10.92,Moderate,96,1002.8
2022-06-02 10:00:00,AWS_WRL_08,Worli AWS,G/S,10.0,Moderate,98,1004.7
