date,station_name,latitude,longitude,precipitation_mm,rain_sum_mm,precipitation_hours,max_temp_c,min_temp_c,max_wind_speed_kmh
2019-02-25,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.5,19.2,21.9
2019-02-26,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.7,20.1,19.7
2019-02-27,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,27.3,18.4,17.4
2019-02-28,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.2,19.5,23.4
2019-03-01,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.6,17.2,18.0
2019-03-02,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.5,19.6,16.5
2019-03-03,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,27.4,20.6,16.1
2019-03-04,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,27.9,20.3,18.2
2019-03-05,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,27.2,21.0,16.3
2019-03-06,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,27.2,19.8,20.5
2019-03-07,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.6,19.5,22.1
2019-03-08,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.4,19.5,22.7
2019-03-09,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.4,20.8,21.5
2019-03-10,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.4,20.4,18.9
2019-03-11,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.2,21.2,22.0
2019-03-12,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.4,21.1,17.9
2019-03-13,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.1,21.0,21.2
2019-03-14,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,28.8,20.3,24.8
2019-03-15,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.3,21.1,22.4
2019-03-16,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.8,20.5,18.6
2019-03-17,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.9,19.5,16.2
2019-03-18,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.4,18.9,19.7
2019-03-19,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.7,19.1,20.1
2019-03-20,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.3,20.7,22.6
2019-03-21,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.1,20.3,18.4
2019-03-22,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,29.2,20.3,21.9
2019-03-23,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.8,21.7,21.7
2019-03-24,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,35.2,23.4,22.2
2019-03-25,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,35.1,22.6,24.4
2019-03-26,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,36.2,22.7,21.3
2019-03-27,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.2,22.0,18.2
2019-03-28,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.5,20.7,20.7
2019-03-29,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.2,22.8,21.9
2019-03-30,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.8,23.8,19.1
2019-03-31,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.1,24.8,16.8
2019-04-01,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.5,22.9,16.5
2019-04-02,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.0,22.5,17.7
2019-04-03,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.8,23.4,21.3
2019-04-04,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.3,22.9,23.4
2019-04-05,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.8,24.3,16.0
2019-04-06,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.3,23.8,19.1
2019-04-07,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.6,23.4,18.0
2019-04-08,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.4,23.7,18.3
2019-04-09,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.0,22.9,16.2
2019-04-10,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.3,23.6,19.5
2019-04-11,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.4,24.2,17.6
2019-04-12,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.2,24.0,21.3
2019-04-13,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.9,23.4,26.5
2019-04-14,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,34.4,23.5,20.5
2019-04-15,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,35.4,25.2,17.4
2019-04-16,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.5,26.3,15.5
2019-04-17,Santacruz_IMD,19.1197,72.8468,0.2,0.2,2.0,30.7,25.4,21.4
2019-04-18,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.1,23.1,27.2
2019-04-19,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.7,22.9,24.8
2019-04-20,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.2,22.4,17.6
2019-04-21,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.8,23.0,16.7
2019-04-22,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.0,23.1,19.0
2019-04-23,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.6,23.7,22.9
2019-04-24,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.2,23.9,28.3
2019-04-25,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.6,25.2,26.5
2019-04-26,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.8,24.8,27.5
2019-04-27,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,35.3,25.9,25.1
2019-04-28,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,35.2,27.1,22.3
2019-04-29,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.8,26.3,21.1
2019-04-30,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.6,26.7,18.3
2019-05-01,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.1,24.8,16.1
2019-05-02,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.8,24.3,18.8
2019-05-03,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,30.8,24.1,17.7
2019-05-04,Santacruz_IMD,19.1197,72.8468,0.8,0.8,5.0,31.3,27.1,18.6
2019-05-05,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.4,26.3,18.2
2019-05-06,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.0,25.7,22.3
2019-05-07,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.4,25.8,18.7
2019-05-08,Santacruz_IMD,19.1197,72.8468,0.1,0.1,1.0,31.6,26.7,20.7
2019-05-09,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.4,26.3,18.3
2019-05-10,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.7,26.1,17.7
2019-05-11,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.8,25.1,21.1
2019-05-12,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.5,25.7,19.9
2019-05-13,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.8,26.9,20.2
2019-05-14,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,31.9,25.5,20.3
2019-05-15,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.7,24.7,21.8
2019-05-16,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.2,25.0,21.4
2019-05-17,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.4,25.3,24.2
2019-05-18,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.0,25.1,24.5
2019-05-19,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.4,26.3,25.0
2019-05-20,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.3,25.8,26.4
2019-05-21,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.6,25.8,22.2
2019-05-22,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.5,26.2,22.0
2019-05-23,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.5,26.8,22.0
2019-05-24,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.0,27.1,22.3
2019-05-25,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.5,27.3,18.4
2019-05-26,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.4,26.0,18.2
2019-05-27,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.0,27.6,22.1
2019-05-28,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.7,27.2,19.7
2019-05-29,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.4,26.7,20.5
2019-05-30,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.6,27.0,18.8
2019-05-31,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.4,27.2,19.5
2019-06-01,Santacruz_IMD,19.1197,72.8468,0.1,0.1,1.0,32.8,28.3,17.7
2019-06-02,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.8,28.3,18.0
2019-06-03,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,32.7,28.7,20.2
2019-06-04,Santacruz_IMD,19.1197,72.8468,0.7,0.7,5.0,32.5,28.2,18.4
2019-06-05,Santacruz_IMD,19.1197,72.8468,0.3,0.3,3.0,32.7,28.1,21.9
2019-06-06,Santacruz_IMD,19.1197,72.8468,0.0,0.0,0.0,33.1,28.5,18.1
2019-06-07,Santacruz_IMD,19.1197,72.8468,0.3,0.3,3.0,32.9,28.0,18.8
2019-06-08,Santacruz_IMD,19.1197,72.8468,0.1,0.1,1.0,33.7,29.0,20.2
2019-06-09,Santacruz_IMD,19.1197,72.8468,0.3,0.3,3.0,33.2,28.5,17.0
2019-06-10,Santacruz_IMD,19.1197,72.8468,1.1,1.1,4.0,32.0,28.8,16.2
2019-06-11,Santacruz_IMD,19.1197,72.8468,1.6,1.6,5.0,33.8,28.0,19.1
2019-06-12,Santacruz_IMD,19.1197,72.8468,20.3,20.3,19.0,30.2,26.6,38.9
2019-06-13,Santacruz_IMD,19.1197,72.8468,12.9,12.9,22.0,29.1,26.3,35.2
2019-06-14,Santacruz_IMD,19.1197,72.8468,11.1,11.1,23.0,29.2,26.0,30.8
2019-06-15,Santacruz_IMD,19.1197,72.8468,11.7,11.7,21.0,28.8,26.0,30.6
2019-06-16,Santacruz_IMD,19.1197,72.8468,5.6,5.6,20.0,29.3,26.2,29.8
2019-06-17,Santacruz_IMD,19.1197,72.8468,4.7,4.7,24.0,29.0,26.2,26.0
2019-06-18,Santacruz_IMD,19.1197,72.8468,9.1,9.1,23.0,29.0,25.7,28.8
2019-06-19,Santacruz_IMD,19.1197,72.8468,7.8,7.8,24.0,29.5,26.1,23.8
2019-06-20,Santacruz_IMD,19.1197,72.8468,1.9,1.9,9.0,30.3,26.3,14.6
2019-06-21,Santacruz_IMD,19.1197,72.8468,1.3,1.3,11.0,29.5,27.0,15.3
2019-06-22,Santacruz_IMD,19.1197,72.8468,1.4,1.4,12.0,30.1,26.8,16.9
2019-06-23,Santacruz_IMD,19.1197,72.8468,2.5,2.5,14.0,29.6,27.1,13.2
2019-06-24,Santacruz_IMD,19.1197,72.8468,5.8,5.8,14.0,28.7,26.8,12.5
2019-06-25,Santacruz_IMD,19.1197,72.8468,9.0,9.0,20.0,29.7,26.2,13.6
2019-06-26,Santacruz_IMD,19.1197,72.8468,15.3,15.3,24.0,29.7,26.3,20.5
2019-06-27,Santacruz_IMD,19.1197,72.8468,24.1,24.1,24.0,28.8,26.0,19.1
2019-06-28,Santacruz_IMD,19.1197,72.8468,73.1,73.1,24.0,28.7,26.1,24.2
2019-06-29,Santacruz_IMD,19.1197,72.8468,73.6,73.6,24.0,27.6,25.8,24.9
2019-06-30,Santacruz_IMD,19.1197,72.8468,33.4,33.4,24.0,26.9,25.8,16.8
2019-07-01,Santacruz_IMD,19.1197,72.8468,36.6,36.6,24.0,26.8,25.4,15.5
2019-07-02,Santacruz_IMD,19.1197,72.8468,26.3,26.3,23.0,28.2,25.7,18.8
2019-07-03,Santacruz_IMD,19.1197,72.8468,15.2,15.2,24.0,27.4,25.6,17.8
2019-07-04,Santacruz_IMD,19.1197,72.8468,21.5,21.5,24.0,27.7,26.1,21.5
2019-07-05,Santacruz_IMD,19.1197,72.8468,15.9,15.9,24.0,27.8,25.8,24.6
2019-07-06,Santacruz_IMD,19.1197,72.8468,20.2,20.2,24.0,27.2,25.5,25.4
2019-07-07,Santacruz_IMD,19.1197,72.8468,19.6,19.6,24.0,27.7,25.7,26.1
2019-07-08,Santacruz_IMD,19.1197,72.8468,15.3,15.3,24.0,28.0,25.7,24.2
2019-07-09,Santacruz_IMD,19.1197,72.8468,14.0,14.0,24.0,27.7,25.8,27.7
2019-07-10,Santacruz_IMD,19.1197,72.8468,33.0,33.0,24.0,27.5,25.6,27.6
2019-07-11,Santacruz_IMD,19.1197,72.8468,17.4,17.4,24.0,27.3,25.5,23.5
2019-07-12,Santacruz_IMD,19.1197,72.8468,6.2,6.2,24.0,27.5,25.6,26.4
2019-07-13,Santacruz_IMD,19.1197,72.8468,5.0,5.0,24.0,27.9,25.3,19.9
2019-07-14,Santacruz_IMD,19.1197,72.8468,5.6,5.6,24.0,28.3,25.8,19.5
2019-07-15,Santacruz_IMD,19.1197,72.8468,5.1,5.1,24.0,29.3,25.8,22.2
2019-07-16,Santacruz_IMD,19.1197,72.8468,6.4,6.4,24.0,28.1,25.6,17.1
2019-07-17,Santacruz_IMD,19.1197,72.8468,7.4,7.4,22.0,28.2,25.5,16.5
2019-07-18,Santacruz_IMD,19.1197,72.8468,4.1,4.1,19.0,28.4,25.6,14.8
2019-07-19,Santacruz_IMD,19.1197,72.8468,2.4,2.4,13.0,29.0,26.0,14.2
2019-07-20,Santacruz_IMD,19.1197,72.8468,20.1,20.1,23.0,28.8,26.3,13.5
2019-07-21,Santacruz_IMD,19.1197,72.8468,84.9,84.9,21.0,29.1,25.7,14.5
2019-07-22,Santacruz_IMD,19.1197,72.8468,5.1,5.1,13.0,29.6,26.0,19.5
2019-07-23,Santacruz_IMD,19.1197,72.8468,12.5,12.5,24.0,28.8,26.0,33.1
2019-07-24,Santacruz_IMD,19.1197,72.8468,197.7,197.7,24.0,27.2,26.0,31.5
2019-07-25,Santacruz_IMD,19.1197,72.8468,25.6,25.6,24.0,27.7,26.1,20.9
2019-07-26,Santacruz_IMD,19.1197,72.8468,28.4,28.4,24.0,27.5,25.7,23.5
2019-07-27,Santacruz_IMD,19.1197,72.8468,38.2,38.2,24.0,27.2,25.6,26.3
2019-07-28,Santacruz_IMD,19.1197,72.8468,11.3,11.3,24.0,27.4,25.5,26.3
2019-07-29,Santacruz_IMD,19.1197,72.8468,30.6,30.6,24.0,26.3,25.4,27.0
2019-07-30,Santacruz_IMD,19.1197,72.8468,68.6,68.6,24.0,26.5,25.5,30.1
2019-07-31,Santacruz_IMD,19.1197,72.8468,31.8,31.8,24.0,26.6,25.4,28.2
2019-08-01,Santacruz_IMD,19.1197,72.8468,15.7,15.7,24.0,27.6,25.8,27.7
2019-08-02,Santacruz_IMD,19.1197,72.8468,28.3,28.3,24.0,28.1,25.3,31.6
2019-08-03,Santacruz_IMD,19.1197,72.8468,91.9,91.9,24.0,26.0,25.5,33.7
2019-08-04,Santacruz_IMD,19.1197,72.8468,100.3,100.3,24.0,26.4,25.7,34.2
2019-08-05,Santacruz_IMD,19.1197,72.8468,59.2,59.2,24.0,26.3,25.5,28.4
2019-08-06,Santacruz_IMD,19.1197,72.8468,40.6,40.6,24.0,27.0,25.6,29.6
2019-08-07,Santacruz_IMD,19.1197,72.8468,20.5,20.5,24.0,28.0,25.8,31.4
2019-08-08,Santacruz_IMD,19.1197,72.8468,13.6,13.6,24.0,27.6,26.1,33.4
2019-08-09,Santacruz_IMD,19.1197,72.8468,11.9,11.9,22.0,27.8,26.1,36.0
2019-08-10,Santacruz_IMD,19.1197,72.8468,9.6,9.6,24.0,28.1,26.1,38.0
2019-08-11,Santacruz_IMD,19.1197,72.8468,14.0,14.0,24.0,28.1,25.4,33.7
2019-08-12,Santacruz_IMD,19.1197,72.8468,5.3,5.3,24.0,28.4,25.4,21.2
2019-08-13,Santacruz_IMD,19.1197,72.8468,4.2,4.2,22.0,28.4,25.5,18.6
2019-08-14,Santacruz_IMD,19.1197,72.8468,8.2,8.2,23.0,27.9,25.8,17.6
2019-08-15,Santacruz_IMD,19.1197,72.8468,11.6,11.6,24.0,27.5,25.3,21.1
2019-08-16,Santacruz_IMD,19.1197,72.8468,7.4,7.4,24.0,28.4,25.4,23.4
2019-08-17,Santacruz_IMD,19.1197,72.8468,3.5,3.5,21.0,28.3,25.7,21.7
2019-08-18,Santacruz_IMD,19.1197,72.8468,2.4,2.4,15.0,28.7,25.6,17.3
2019-08-19,Santacruz_IMD,19.1197,72.8468,3.3,3.3,17.0,28.0,25.5,15.3
2019-08-20,Santacruz_IMD,19.1197,72.8468,2.3,2.3,15.0,28.6,25.5,15.2
2019-08-21,Santacruz_IMD,19.1197,72.8468,5.0,5.0,24.0,27.5,25.6,14.0
2019-08-22,Santacruz_IMD,19.1197,72.8468,5.3,5.3,23.0,27.4,25.2,14.4
2019-08-23,Santacruz_IMD,19.1197,72.8468,5.7,5.7,22.0,27.7,24.7,15.4
2019-08-24,Santacruz_IMD,19.1197,72.8468,7.2,7.2,24.0,27.6,24.7,14.5
2019-08-25,Santacruz_IMD,19.1197,72.8468,3.3,3.3,17.0,27.5,24.8,14.2
2019-08-26,Santacruz_IMD,19.1197,72.8468,4.6,4.6,22.0,28.0,25.1,17.7
2019-08-27,Santacruz_IMD,19.1197,72.8468,6.5,6.5,23.0,27.2,24.8,19.0
2019-08-28,Santacruz_IMD,19.1197,72.8468,3.9,3.9,23.0,27.6,25.1,19.4
2019-08-29,Santacruz_IMD,19.1197,72.8468,3.8,3.8,20.0,28.2,25.2,19.3
2019-08-30,Santacruz_IMD,19.1197,72.8468,13.1,13.1,23.0,28.1,25.7,15.1
2019-08-31,Santacruz_IMD,19.1197,72.8468,24.1,24.1,24.0,27.4,25.6,18.4
2019-09-01,Santacruz_IMD,19.1197,72.8468,15.7,15.7,21.0,27.6,25.4,20.2
2019-09-02,Santacruz_IMD,19.1197,72.8468,13.2,13.2,23.0,27.8,25.8,19.2
2019-09-03,Santacruz_IMD,19.1197,72.8468,33.0,33.0,24.0,27.2,25.4,18.3
2019-09-04,Santacruz_IMD,19.1197,72.8468,84.3,84.3,24.0,26.4,25.3,22.1
2019-09-05,Santacruz_IMD,19.1197,72.8468,42.4,42.4,24.0,27.3,25.3,26.6
2019-09-06,Santacruz_IMD,19.1197,72.8468,43.7,43.7,24.0,27.2,25.7,24.8
2019-09-07,Santacruz_IMD,19.1197,72.8468,39.8,39.8,24.0,27.5,25.6,23.3
2019-09-08,Santacruz_IMD,19.1197,72.8468,43.8,43.8,24.0,27.1,25.9,24.2
2019-09-09,Santacruz_IMD,19.1197,72.8468,25.2,25.2,24.0,28.1,25.7,22.9
2019-09-10,Santacruz_IMD,19.1197,72.8468,16.8,16.8,24.0,27.6,25.7,21.5
2019-09-11,Santacruz_IMD,19.1197,72.8468,8.2,8.2,24.0,27.7,25.4,17.7
2019-09-12,Santacruz_IMD,19.1197,72.8468,13.7,13.7,23.0,26.8,25.4,18.6
2019-09-13,Santacruz_IMD,19.1197,72.8468,37.2,37.2,24.0,26.8,24.8,18.4
2019-09-14,Santacruz_IMD,19.1197,72.8468,13.0,13.0,24.0,27.4,25.1,17.0
2019-09-15,Santacruz_IMD,19.1197,72.8468,10.4,10.4,24.0,27.2,25.1,16.2
2019-09-16,Santacruz_IMD,19.1197,72.8468,5.7,5.7,23.0,27.6,25.2,17.4
2019-09-17,Santacruz_IMD,19.1197,72.8468,3.7,3.7,21.0,28.3,25.7,18.8
2019-09-18,Santacruz_IMD,19.1197,72.8468,16.5,16.5,22.0,28.3,25.6,18.1
2019-09-19,Santacruz_IMD,19.1197,72.8468,38.9,38.9,20.0,28.6,24.5,13.7
2019-09-20,Santacruz_IMD,19.1197,72.8468,6.3,6.3,18.0,28.1,25.3,24.9
2019-09-21,Santacruz_IMD,19.1197,72.8468,13.0,13.0,15.0,28.2,25.3,32.0
2019-09-22,Santacruz_IMD,19.1197,72.8468,1.1,1.1,6.0,28.5,25.4,26.0
2019-09-23,Santacruz_IMD,19.1197,72.8468,0.9,0.9,8.0,28.9,25.6,15.6
2019-09-24,Santacruz_IMD,19.1197,72.8468,3.5,3.5,13.0,29.0,25.4,20.4
2019-09-25,Santacruz_IMD,19.1197,72.8468,26.5,26.5,20.0,29.1,25.0,13.6
2019-09-26,Santacruz_IMD,19.1197,72.8468,21.0,21.0,18.0,28.4,25.6,22.9
2019-09-27,Santacruz_IMD,19.1197,72.8468,18.0,18.0,24.0,27.6,25.1,26.5
2019-09-28,Santacruz_IMD,19.1197,72.8468,5.4,5.4,22.0,28.2,25.0,23.5
