timestamp,tide_height_meters,tide_type,is_spring_tide,coastal_flood_risk_level,flap_gate_closure_required
2021-06-23 06:00:00,0.84,Low Tide,False,Normal,False
2021-06-23 12:00:00,4.1,High Tide,False,High,True
2021-06-23 18:00:00,1.07,Low Tide,False,Normal,False
2021-06-24 00:00:00,3.93,High Tide,False,Normal,True
2021-06-24 06:00:00,1.15,Low Tide,False,Normal,False
2021-06-24 12:00:00,3.91,High Tide,False,Normal,True
2021-06-24 18:00:00,1.23,Low Tide,False,Normal,False
2021-06-25 00:00:00,3.66,High Tide,False,Normal,False
2021-06-25 06:00:00,1.86,Low Tide,False,Normal,False
2021-06-25 12:00:00,3.05,High Tide,False,Normal,False
2021-06-25 18:00:00,2.09,Low Tide,False,Normal,False
2021-06-26 00:00:00,2.68,High Tide,False,Normal,False
2021-06-26 06:00:00,2.37,Low Tide,False,Normal,False
2021-06-26 12:00:00,2.63,High Tide,False,Normal,False
2021-06-26 18:00:00,2.69,Low Tide,False,Normal,False
2021-06-27 00:00:00,1.95,High Tide,False,Normal,False
2021-06-27 06:00:00,3.04,Low Tide,False,Normal,False
2021-06-27 12:00:00,1.56,High Tide,False,Normal,False
2021-06-27 18:00:00,3.26,Low Tide,False,Normal,False
2021-06-28 00:00:00,1.19,High Tide,False,Normal,False
2021-06-28 06:00:00,3.88,Low Tide,False,Normal,True
2021-06-28 12:00:00,1.07,High Tide,False,Normal,False
2021-06-28 18:00:00,3.83,Low Tide,False,Normal,True
2021-06-29 00:00:00,0.96,High Tide,False,Normal,False
2021-06-29 06:00:00,4.09,Low Tide,False,High,True
2021-06-29 12:00:00,0.97,High Tide,False,Normal,False
2021-06-29 18:00:00,4.34,Low Tide,True,High,True
2021-06-30 00:00:00,0.65,High Tide,False,Normal,False
2021-06-30 06:00:00,4.11,Low Tide,False,High,True
2021-06-30 12:00:00,0.85,High Tide,False,Normal,False
2021-06-30 18:00:00,4.42,Low Tide,True,High,True
2021-07-01 00:00:00,0.68,High Tide,False,Normal,False
2021-07-01 06:00:00,4.26,Low Tide,True,High,True
2021-07-01 12:00:00,1.1,High Tide,False,Normal,False
2021-07-01 18:00:00,4.11,Low Tide,False,High,True
2021-07-02 00:00:00,1.43,High Tide,False,Normal,False
2021-07-02 06:00:00,3.52,Low Tide,False,Normal,False
2021-07-02 12:00:00,1.59,High Tide,False,Normal,False
2021-07-02 18:00:00,3.43,Low Tide,False,Normal,False
2021-07-03 00:00:00,1.7,High Tide,False,Normal,False
2021-07-03 06:00:00,3.16,Low Tide,False,Normal,False
2021-07-03 12:00:00,2.23,High Tide,False,Normal,False
2021-07-03 18:00:00,2.37,Low Tide,False,Normal,False
2021-07-04 00:00:00,2.85,High Tide,False,Normal,False
2021-07-04 06:00:00,2.09,Low Tide,False,Normal,False
2021-07-04 12:00:00,3.12,High Tide,False,Normal,False
2021-07-04 18:00:00,2.01,Low Tide,False,Normal,False
2021-07-05 00:00:00,3.5,High Tide,False,Normal,False
2021-07-05 06:00:00,1.44,Low Tide,False,Normal,False
2021-07-05 12:00:00,3.85,High Tide,False,Normal,True
2021-07-05 18:00:00,1.29,Low Tide,False,Normal,False
2021-07-06 00:00:00,3.77,High Tide,False,Normal,False
2021-07-06 06:00:00,1.08,Low Tide,False,Normal,False
2021-07-06 12:00:00,4.04,High Tide,False,High,True
2021-07-06 18:00:00,0.99,Low Tide,False,Normal,False
2021-07-07 00:00:00,4.07,High Tide,False,High,True
2021-07-07 06:00:00,0.57,Low Tide,False,Normal,False
2021-07-07 12:00:00,4.12,High Tide,False,High,True
2021-07-07 18:00:00,0.73,Low Tide,False,Normal,False
2021-07-08 00:00:00,4.09,High Tide,False,High,True
2021-07-08 06:00:00,0.82,Low Tide,False,Normal,False
2021-07-08 12:00:00,4.2,High Tide,False,High,True
2021-07-08 18:00:00,0.93,Low Tide,False,Normal,False
2021-07-09 00:00:00,4.12,High Tide,False,High,True
2021-07-09 06:00:00,1.06,Low Tide,False,Normal,False
2021-07-09 12:00:00,3.51,High Tide,False,Normal,False
2021-07-09 18:00:00,1.6,Low Tide,False,Normal,False
2021-07-10 00:00:00,3.55,High Tide,False,Normal,False
2021-07-10 06:00:00,1.96,Low Tide,False,Normal,False
2021-07-10 12:00:00,3.2,High Tide,False,Normal,False
2021-07-10 18:00:00,2.15,Low Tide,False,Normal,False
2021-07-11 00:00:00,2.76,High Tide,False,Normal,False
2021-07-11 06:00:00,2.37,Low Tide,False,Normal,False
2021-07-11 12:00:00,2.41,High Tide,False,Normal,False
2021-07-11 18:00:00,2.8,Low Tide,False,Normal,False
2021-07-12 00:00:00,2.06,High Tide,False,Normal,False
2021-07-12 06:00:00,3.47,Low Tide,False,Normal,False
2021-07-12 12:00:00,1.41,High Tide,False,Normal,False
2021-07-12 18:00:00,3.51,Low Tide,False,Normal,False
2021-07-13 00:00:00,1.44,High Tide,False,Normal,False
2021-07-13 06:00:00,3.8,Low Tide,False,Normal,True
2021-07-13 12:00:00,1.04,High Tide,False,Normal,False
2021-07-13 18:00:00,4.18,Low Tide,False,High,True
2021-07-14 00:00:00,0.95,High Tide,False,Normal,False
2021-07-14 06:00:00,4.22,Low Tide,True,High,True
2021-07-14 12:00:00,0.8,High Tide,False,Normal,False
2021-07-14 18:00:00,4.37,Low Tide,True,High,True
2021-07-15 00:00:00,0.54,High Tide,False,Normal,False
2021-07-15 06:00:00,4.41,Low Tide,True,High,True
2021-07-15 12:00:00,0.74,High Tide,False,Normal,False
2021-07-15 18:00:00,4.03,Low Tide,False,High,True
2021-07-16 00:00:00,0.99,High Tide,False,Normal,False
2021-07-16 06:00:00,3.93,Low Tide,False,Normal,True
2021-07-16 12:00:00,1.21,High Tide,False,Normal,False
2021-07-16 18:00:00,3.61,Low Tide,False,Normal,False
2021-07-17 00:00:00,1.33,High Tide,False,Normal,False
2021-07-17 06:00:00,3.59,Low Tide,False,Normal,False
2021-07-17 12:00:00,1.63,High Tide,False,Normal,False
2021-07-17 18:00:00,3.18,Low Tide,False,Normal,False
2021-07-18 00:00:00,1.92,High Tide,False,Normal,False
2021-07-18 06:00:00,2.61,Low Tide,False,Normal,False
2021-07-18 12:00:00,2.38,High Tide,False,Normal,False
2021-07-18 18:00:00,2.4,Low Tide,False,Normal,False
2021-07-19 00:00:00,2.65,High Tide,False,Normal,False
2021-07-19 06:00:00,1.94,Low Tide,False,Normal,False
2021-07-19 12:00:00,3.1,High Tide,False,Normal,False
2021-07-19 18:00:00,1.88,Low Tide,False,Normal,False
2021-07-20 00:00:00,3.7,High Tide,False,Normal,False
2021-07-20 06:00:00,1.37,Low Tide,False,Normal,False
2021-07-20 12:00:00,3.61,High Tide,False,Normal,False
2021-07-20 18:00:00,0.88,Low Tide,False,Normal,False
2021-07-21 00:00:00,4.11,High Tide,False,High,True
2021-07-21 06:00:00,0.96,Low Tide,False,Normal,False
2021-07-21 12:00:00,4.03,High Tide,False,High,True
2021-07-21 18:00:00,0.65,Low Tide,False,Normal,False
2021-07-22 00:00:00,4.5,High Tide,True,High,True
2021-07-22 06:00:00,0.72,Low Tide,False,Normal,False
2021-07-22 12:00:00,4.51,High Tide,True,Critical,True
2021-07-22 18:00:00,0.67,Low Tide,False,Normal,False
2021-07-23 00:00:00,4.34,High Tide,True,High,True
2021-07-23 06:00:00,0.68,Low Tide,False,Normal,False
2021-07-23 12:00:00,4.11,High Tide,False,High,True
2021-07-23 18:00:00,1.05,Low Tide,False,Normal,False
2021-07-24 00:00:00,4.05,High Tide,False,High,True
2021-07-24 06:00:00,1.42,Low Tide,False,Normal,False
2021-07-24 12:00:00,3.69,High Tide,False,Normal,False
2021-07-24 18:00:00,1.63,Low Tide,False,Normal,False
2021-07-25 00:00:00,3.45,High Tide,False,Normal,False
2021-07-25 06:00:00,1.77,Low Tide,False,Normal,False
2021-07-25 12:00:00,3.12,High Tide,False,Normal,False
2021-07-25 18:00:00,2.17,Low Tide,False,Normal,False
2021-07-26 00:00:00,2.6,High Tide,False,Normal,False
2021-07-26 06:00:00,2.51,Low Tide,False,Normal,False
2021-07-26 12:00:00,2.02,High Tide,False,Normal,False
2021-07-26 18:00:00,3.07,Low Tide,False,Normal,False
2021-07-27 00:00:00,1.72,High Tide,False,Normal,False
2021-07-27 06:00:00,3.65,Low Tide,False,Normal,False
2021-07-27 12:00:00,1.57,High Tide,False,Normal,False
2021-07-27 18:00:00,3.88,Low Tide,False,Normal,True
2021-07-28 00:00:00,1.38,High Tide,False,Normal,False
2021-07-28 06:00:00,3.86,Low Tide,False,Normal,True
2021-07-28 12:00:00,0.75,High Tide,False,Normal,False
2021-07-28 18:00:00,4.06,Low Tide,False,High,True
2021-07-29 00:00:00,0.74,High Tide,False,Normal,False
2021-07-29 06:00:00,4.33,Low Tide,True,High,True
2021-07-29 12:00:00,0.75,High Tide,False,Normal,False
2021-07-29 18:00:00,4.46,Low Tide,True,High,True
2021-07-30 00:00:00,0.59,High Tide,False,Normal,False
2021-07-30 06:00:00,4.13,Low Tide,False,High,True
2021-07-30 12:00:00,0.91,High Tide,False,Normal,False
2021-07-30 18:00:00,4.17,Low Tide,False,High,True
2021-07-31 00:00:00,1.2,High Tide,False,Normal,False
2021-07-31 06:00:00,3.98,Low Tide,False,Normal,True
2021-07-31 12:00:00,1.22,High Tide,False,Normal,False
2021-07-31 18:00:00,3.72,Low Tide,False,Normal,False
2021-08-01 00:00:00,1.32,High Tide,False,Normal,False
2021-08-01 06:00:00,3.41,Low Tide,False,Normal,False
2021-08-01 12:00:00,1.79,High Tide,False,Normal,False
2021-08-01 18:00:00,2.79,Low Tide,False,Normal,False
2021-08-02 00:00:00,2.42,High Tide,False,Normal,False
2021-08-02 06:00:00,2.67,Low Tide,False,Normal,False
2021-08-02 12:00:00,2.8,High Tide,False,Normal,False
2021-08-02 18:00:00,2.21,Low Tide,False,Normal,False
2021-08-03 00:00:00,3.11,High Tide,False,Normal,False
2021-08-03 06:00:00,1.74,Low Tide,False,Normal,False
2021-08-03 12:00:00,3.54,High Tide,False,Normal,False
2021-08-03 18:00:00,1.67,Low Tide,False,Normal,False
2021-08-04 00:00:00,3.63,High Tide,False,Normal,False
2021-08-04 06:00:00,1.36,Low Tide,False,Normal,False
2021-08-04 12:00:00,3.72,High Tide,False,Normal,False
2021-08-04 18:00:00,1.03,Low Tide,False,Normal,False
2021-08-05 00:00:00,4.26,High Tide,True,High,True
2021-08-05 06:00:00,0.66,Low Tide,False,Normal,False
2021-08-05 12:00:00,4.49,High Tide,True,High,True
2021-08-05 18:00:00,0.68,Low Tide,False,Normal,False
2021-08-06 00:00:00,4.2,High Tide,False,High,True
2021-08-06 06:00:00,0.74,Low Tide,False,Normal,False
2021-08-06 12:00:00,4.45,High Tide,True,High,True
2021-08-06 18:00:00,0.61,Low Tide,False,Normal,False
2021-08-07 00:00:00,4.15,High Tide,False,High,True
2021-08-07 06:00:00,0.9,Low Tide,False,Normal,False
2021-08-07 12:00:00,4.2,High Tide,False,High,True
2021-08-07 18:00:00,1.15,Low Tide,False,Normal,False
2021-08-08 00:00:00,3.6,High Tide,False,Normal,False
2021-08-08 06:00:00,1.43,Low Tide,False,Normal,False
2021-08-08 12:00:00,3.43,High Tide,False,Normal,False
2021-08-08 18:00:00,1.8,Low Tide,False,Normal,False
2021-08-09 00:00:00,3.28,High Tide,False,Normal,False
2021-08-09 06:00:00,2.28,Low Tide,False,Normal,False
2021-08-09 12:00:00,2.73,High Tide,False,Normal,False
2021-08-09 18:00:00,2.54,Low Tide,False,Normal,False
2021-08-10 00:00:00,2.18,High Tide,False,Normal,False
2021-08-10 06:00:00,2.72,Low Tide,False,Normal,False
2021-08-10 12:00:00,1.86,High Tide,False,Normal,False
2021-08-10 18:00:00,3.35,Low Tide,False,Normal,False
2021-08-11 00:00:00,1.58,High Tide,False,Normal,False
2021-08-11 06:00:00,3.7,Low Tide,False,Normal,False
2021-08-11 12:00:00,1.32,High Tide,False,Normal,False
2021-08-11 18:00:00,3.86,Low Tide,False,Normal,True
2021-08-12 00:00:00,1.01,High Tide,False,Normal,False
2021-08-12 06:00:00,4.25,Low Tide,True,High,True
2021-08-12 12:00:00,0.86,High Tide,False,Normal,False
2021-08-12 18:00:00,4.28,Low Tide,True,High,True
2021-08-13 00:00:00,0.74,High Tide,False,Normal,False
2021-08-13 06:00:00,4.18,Low Tide,False,High,True
2021-08-13 12:00:00,0.51,High Tide,False,Normal,False
2021-08-13 18:00:00,4.37,Low Tide,True,High,True
2021-08-14 00:00:00,0.64,High Tide,False,Normal,False
2021-08-14 06:00:00,4.01,Low Tide,False,High,True
2021-08-14 12:00:00,0.79,High Tide,False,Normal,False
2021-08-14 18:00:00,4.15,Low Tide,False,High,True
2021-08-15 00:00:00,0.87,High Tide,False,Normal,False
2021-08-15 06:00:00,3.69,Low Tide,False,Normal,False
2021-08-15 12:00:00,1.16,High Tide,False,Normal,False
2021-08-15 18:00:00,3.48,Low Tide,False,Normal,False
2021-08-16 00:00:00,1.64,High Tide,False,Normal,False
2021-08-16 06:00:00,3.23,Low Tide,False,Normal,False
2021-08-16 12:00:00,2.15,High Tide,False,Normal,False
2021-08-16 18:00:00,2.74,Low Tide,False,Normal,False
2021-08-17 00:00:00,2.24,High Tide,False,Normal,False
2021-08-17 06:00:00,2.6,Low Tide,False,Normal,False
2021-08-17 12:00:00,2.72,High Tide,False,Normal,False
2021-08-17 18:00:00,2.02,Low Tide,False,Normal,False
2021-08-18 00:00:00,3.03,High Tide,False,Normal,False
2021-08-18 06:00:00,1.51,Low Tide,False,Normal,False
2021-08-18 12:00:00,3.31,High Tide,False,Normal,False
2021-08-18 18:00:00,1.51,Low Tide,False,Normal,False
2021-08-19 00:00:00,3.62,High Tide,False,Normal,False
2021-08-19 06:00:00,1.18,Low Tide,False,Normal,False
2021-08-19 12:00:00,3.98,High Tide,False,Normal,True
2021-08-19 18:00:00,0.74,Low Tide,False,Normal,False
2021-08-20 00:00:00,4.07,High Tide,False,High,True
2021-08-20 06:00:00,0.82,Low Tide,False,Normal,False
2021-08-20 12:00:00,4.18,High Tide,False,High,True
2021-08-20 18:00:00,0.54,Low Tide,False,Normal,False
2021-08-21 00:00:00,4.37,High Tide,True,High,True
2021-08-21 06:00:00,0.64,Low Tide,False,Normal,False
2021-08-21 12:00:00,4.18,High Tide,False,High,True
2021-08-21 18:00:00,1.02,Low Tide,False,Normal,False
2021-08-22 00:00:00,4.09,High Tide,False,High,True
2021-08-22 06:00:00,0.96,Low Tide,False,Normal,False
2021-08-22 12:00:00,3.92,High Tide,False,Normal,True
2021-08-22 18:00:00,1.44,Low Tide,False,Normal,False
2021-08-23 00:00:00,3.69,High Tide,False,Normal,False
2021-08-23 06:00:00,1.74,Low Tide,False,Normal,False
2021-08-23 12:00:00,3.47,High Tide,False,Normal,False
2021-08-23 18:00:00,1.69,Low Tide,False,Normal,False
2021-08-24 00:00:00,3.13,High Tide,False,Normal,False
2021-08-24 06:00:00,2.25,Low Tide,False,Normal,False
2021-08-24 12:00:00,2.61,High Tide,False,Normal,False
2021-08-24 18:00:00,2.46,Low Tide,False,Normal,False
2021-08-25 00:00:00,2.03,High Tide,False,Normal,False
2021-08-25 06:00:00,3.16,Low Tide,False,Normal,False
2021-08-25 12:00:00,2.05,High Tide,False,Normal,False
2021-08-25 18:00:00,3.46,Low Tide,False,Normal,False
2021-08-26 00:00:00,1.32,High Tide,False,Normal,False
2021-08-26 06:00:00,3.57,Low Tide,False,Normal,False
2021-08-26 12:00:00,1.39,High Tide,False,Normal,False
2021-08-26 18:00:00,3.89,Low Tide,False,Normal,True
2021-08-27 00:00:00,1.16,High Tide,False,Normal,False
2021-08-27 06:00:00,3.97,Low Tide,False,Normal,True
2021-08-27 12:00:00,0.93,High Tide,False,Normal,False
2021-08-27 18:00:00,4.49,Low Tide,True,High,True
2021-08-28 00:00:00,0.95,High Tide,False,Normal,False
2021-08-28 06:00:00,4.26,Low Tide,True,High,True
2021-08-28 12:00:00,0.92,High Tide,False,Normal,False
2021-08-28 18:00:00,4.29,Low Tide,True,High,True
2021-08-29 00:00:00,0.9,High Tide,False,Normal,False
2021-08-29 06:00:00,4.34,Low Tide,True,High,True
2021-08-29 12:00:00,0.78,High Tide,False,Normal,False
2021-08-29 18:00:00,3.95,Low Tide,False,Normal,True
2021-08-30 00:00:00,1.27,High Tide,False,Normal,False
2021-08-30 06:00:00,3.6,Low Tide,False,Normal,False
2021-08-30 12:00:00,1.29,High Tide,False,Normal,False
2021-08-30 18:00:00,3.5,Low Tide,False,Normal,False
2021-08-31 00:00:00,1.7,High Tide,False,Normal,False
2021-08-31 06:00:00,3.28,Low Tide,False,Normal,False
2021-08-31 12:00:00,2.26,High Tide,False,Normal,False
2021-08-31 18:00:00,2.51,Low Tide,False,Normal,False
2021-09-01 00:00:00,2.69,High Tide,False,Normal,False
2021-09-01 06:00:00,2.1,Low Tide,False,Normal,False
2021-09-01 12:00:00,2.94,High Tide,False,Normal,False
2021-09-01 18:00:00,2.1,Low Tide,False,Normal,False
2021-09-02 00:00:00,3.2,High Tide,False,Normal,False
2021-09-02 06:00:00,1.51,Low Tide,False,Normal,False
2021-09-02 12:00:00,3.54,High Tide,False,Normal,False
2021-09-02 18:00:00,1.48,Low Tide,False,Normal,False
2021-09-03 00:00:00,3.93,High Tide,False,Normal,True
2021-09-03 06:00:00,0.91,Low Tide,False,Normal,False
2021-09-03 12:00:00,4.0,High Tide,False,Normal,True
2021-09-03 18:00:00,0.81,Low Tide,False,Normal,False
2021-09-04 00:00:00,4.12,High Tide,False,High,True
2021-09-04 06:00:00,0.75,Low Tide,False,Normal,False
2021-09-04 12:00:00,4.17,High Tide,False,High,True
2021-09-04 18:00:00,0.56,Low Tide,False,Normal,False
2021-09-05 00:00:00,4.11,High Tide,False,High,True
2021-09-05 06:00:00,0.6,Low Tide,False,Normal,False
2021-09-05 12:00:00,4.07,High Tide,False,High,True
2021-09-05 18:00:00,0.75,Low Tide,False,Normal,False
2021-09-06 00:00:00,4.15,High Tide,False,High,True
2021-09-06 06:00:00,1.24,Low Tide,False,Normal,False
2021-09-06 12:00:00,4.02,High Tide,False,High,True
2021-09-06 18:00:00,1.37,Low Tide,False,Normal,False
2021-09-07 00:00:00,3.72,High Tide,False,Normal,False
2021-09-07 06:00:00,1.7,Low Tide,False,Normal,False
2021-09-07 12:00:00,3.16,High Tide,False,Normal,False
2021-09-07 18:00:00,2.18,Low Tide,False,Normal,False
2021-09-08 00:00:00,2.96,High Tide,False,Normal,False
2021-09-08 06:00:00,2.54,Low Tide,False,Normal,False
2021-09-08 12:00:00,2.41,High Tide,False,Normal,False
2021-09-08 18:00:00,2.81,Low Tide,False,Normal,False
2021-09-09 00:00:00,2.0,High Tide,False,Normal,False
2021-09-09 06:00:00,3.35,Low Tide,False,Normal,False
2021-09-09 12:00:00,1.66,High Tide,False,Normal,False
2021-09-09 18:00:00,3.66,Low Tide,False,Normal,False
2021-09-10 00:00:00,1.18,High Tide,False,Normal,False
2021-09-10 06:00:00,3.69,Low Tide,False,Normal,False
2021-09-10 12:00:00,1.07,High Tide,False,Normal,False
2021-09-10 18:00:00,4.21,Low Tide,True,High,True
2021-09-11 00:00:00,0.94,High Tide,False,Normal,False
2021-09-11 06:00:00,4.2,Low Tide,False,High,True
2021-09-11 12:00:00,0.96,High Tide,False,Normal,False
2021-09-11 18:00:00,4.41,Low Tide,True,High,True
2021-09-12 00:00:00,0.87,High Tide,False,Normal,False
2021-09-12 06:00:00,4.3,Low Tide,True,High,True
2021-09-12 12:00:00,0.92,High Tide,False,Normal,False
2021-09-12 18:00:00,4.45,Low Tide,True,High,True
2021-09-13 00:00:00,0.88,High Tide,False,Normal,False
2021-09-13 06:00:00,4.3,Low Tide,True,High,True
2021-09-13 12:00:00,1.03,High Tide,False,Normal,False
2021-09-13 18:00:00,3.71,Low Tide,False,Normal,False
2021-09-14 00:00:00,1.33,High Tide,False,Normal,False
2021-09-14 06:00:00,3.55,Low Tide,False,Normal,False
2021-09-14 12:00:00,1.69,High Tide,False,Normal,False
2021-09-14 18:00:00,3.26,Low Tide,False,Normal,False
2021-09-15 00:00:00,1.88,High Tide,False,Normal,False
2021-09-15 06:00:00,2.83,Low Tide,False,Normal,False
2021-09-15 12:00:00,2.37,High Tide,False,Normal,False
2021-09-15 18:00:00,2.59,Low Tide,False,Normal,False
2021-09-16 00:00:00,2.57,High Tide,False,Normal,False
2021-09-16 06:00:00,2.19,Low Tide,False,Normal,False
2021-09-16 12:00:00,3.0,High Tide,False,Normal,False
2021-09-16 18:00:00,1.63,Low Tide,False,Normal,False
2021-09-17 00:00:00,3.26,High Tide,False,Normal,False
2021-09-17 06:00:00,1.49,Low Tide,False,Normal,False
2021-09-17 12:00:00,3.9,High Tide,False,Normal,True
2021-09-17 18:00:00,1.02,Low Tide,False,Normal,False
2021-09-18 00:00:00,4.14,High Tide,False,High,True
2021-09-18 06:00:00,0.85,Low Tide,False,Normal,False
2021-09-18 12:00:00,4.2,High Tide,False,High,True
2021-09-18 18:00:00,0.86,Low Tide,False,Normal,False
2021-09-19 00:00:00,4.21,High Tide,True,High,True
2021-09-19 06:00:00,0.54,Low Tide,False,Normal,False
2021-09-19 12:00:00,4.15,High Tide,False,High,True
2021-09-19 18:00:00,0.86,Low Tide,False,Normal,False
2021-09-20 00:00:00,4.45,High Tide,True,High,True
2021-09-20 06:00:00,0.93,Low Tide,False,Normal,False
2021-09-20 12:00:00,4.11,High Tide,False,High,True
2021-09-20 18:00:00,0.86,Low Tide,False,Normal,False
2021-09-21 00:00:00,4.01,High Tide,False,High,True
2021-09-21 06:00:00,1.32,Low Tide,False,Normal,False
2021-09-21 12:00:00,3.47,High Tide,False,Normal,False
2021-09-21 18:00:00,1.73,Low Tide,False,Normal,False
2021-09-22 00:00:00,3.22,High Tide,False,Normal,False
2021-09-22 06:00:00,1.65,Low Tide,False,Normal,False
2021-09-22 12:00:00,3.13,High Tide,False,Normal,False
2021-09-22 18:00:00,2.08,Low Tide,False,Normal,False
2021-09-23 00:00:00,2.71,High Tide,False,Normal,False
2021-09-23 06:00:00,2.54,Low Tide,False,Normal,False
2021-09-23 12:00:00,2.29,High Tide,False,Normal,False
2021-09-23 18:00:00,3.14,Low Tide,False,Normal,False
2021-09-24 00:00:00,1.72,High Tide,False,Normal,False
