timestamp_ist,station,latitude,longitude,precipitation_mm,rain_mm,surface_pressure_hpa,cloud_cover_pct,wind_speed_kmh,soil_moisture_m3m3
2023-06-02T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.0,30,2.9,0.115
2023-06-02T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.2,29,3.0,0.115
2023-06-02T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.0,53,2.2,0.115
2023-06-02T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.6,36,6.3,0.116
2023-06-02T09:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1009.1,18,9.9,0.116
2023-06-02T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1009.2,14,13.0,0.116
2023-06-02T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.9,12,13.6,0.116
2023-06-02T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.3,8,15.0,0.116
2023-06-02T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.5,1,16.4,0.116
2023-06-02T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.8,1,17.7,0.116
2023-06-02T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.3,0,18.2,0.116
2023-06-02T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.8,2,17.8,0.116
2023-06-02T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.3,2,17.1,0.116
2023-06-02T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.5,20,16.5,0.116
2023-06-02T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.7,24,13.8,0.116
2023-06-02T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.2,11,13.4,0.116
2023-06-02T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.8,21,12.3,0.116
2023-06-02T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.0,28,11.3,0.116
2023-06-02T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.0,42,11.5,0.116
2023-06-03T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.5,52,11.5,0.116
2023-06-03T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.9,63,10.3,0.116
2023-06-03T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.3,56,9.4,0.116
2023-06-03T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.8,48,8.3,0.116
2023-06-03T04:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.7,36,7.6,0.116
2023-06-03T05:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1006.3,34,10.5,0.118
2023-06-03T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.0,14,9.8,0.118
2023-06-03T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.6,10,10.8,0.118
2023-06-03T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.9,17,10.1,0.118
2023-06-03T09:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.2,27,11.2,0.118
2023-06-03T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1008.2,28,13.3,0.118
2023-06-03T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.7,13,15.2,0.118
2023-06-03T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.4,21,15.9,0.118
2023-06-03T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.9,21,17.1,0.118
2023-06-03T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.3,34,18.7,0.118
2023-06-03T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.8,38,18.0,0.118
2023-06-03T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.4,100,18.1,0.118
2023-06-03T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.1,46,17.7,0.118
2023-06-03T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.0,1,16.7,0.118
2023-06-03T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.3,0,15.8,0.118
2023-06-03T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,0,14.9,0.118
2023-06-03T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.8,7,12.6,0.118
2023-06-03T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.0,9,11.2,0.118
2023-06-03T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.2,11,9.4,0.118
2023-06-04T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.6,14,8.4,0.118
2023-06-04T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.9,20,8.7,0.118
2023-06-04T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,17,9.4,0.119
2023-06-04T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.7,20,9.4,0.119
2023-06-04T04:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1006.0,17,7.7,0.119
2023-06-04T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.2,15,9.4,0.115
2023-06-04T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.0,20,10.2,0.115
2023-06-04T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.7,25,12.3,0.116
2023-06-04T08:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1008.3,40,13.0,0.117
2023-06-04T09:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1008.4,36,15.3,0.118
2023-06-04T10:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1008.6,28,17.1,0.119
2023-06-04T11:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1008.3,22,18.7,0.121
2023-06-04T12:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1008.0,20,19.1,0.122
2023-06-04T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.6,53,16.6,0.122
2023-06-04T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.7,33,12.3,0.122
2023-06-04T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.7,24,12.4,0.122
2023-06-04T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.0,12,14.7,0.122
2023-06-04T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.8,2,13.7,0.125
2023-06-04T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.8,0,13.4,0.125
2023-06-04T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.9,0,14.1,0.125
2023-06-04T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.3,0,12.9,0.125
2023-06-04T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.8,0,10.2,0.125
2023-06-04T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,0,8.2,0.125
2023-06-04T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,0,7.7,0.125
2023-06-05T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,3,9.7,0.125
2023-06-05T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.7,17,8.3,0.125
2023-06-05T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.2,29,8.3,0.125
2023-06-05T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.4,20,7.7,0.125
2023-06-05T04:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,14,5.1,0.125
2023-06-05T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,19,6.7,0.123
2023-06-05T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.4,3,7.6,0.123
2023-06-05T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.1,6,10.0,0.123
2023-06-05T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.5,24,11.6,0.123
2023-06-05T09:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1007.9,26,13.7,0.125
2023-06-05T10:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1008.2,34,15.2,0.126
2023-06-05T11:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1007.7,21,17.3,0.126
2023-06-05T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.1,7,18.4,0.126
2023-06-05T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,0,19.6,0.126
2023-06-05T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.0,0,18.8,0.126
2023-06-05T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.3,0,18.6,0.126
2023-06-05T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.6,1,17.9,0.126
2023-06-05T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.2,19,16.4,0.126
2023-06-05T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.4,49,15.8,0.126
2023-06-05T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.7,25,13.7,0.126
2023-06-05T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.3,10,11.2,0.126
2023-06-05T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.0,15,10.2,0.126
2023-06-05T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.4,29,10.4,0.126
2023-06-05T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.7,26,10.0,0.126
2023-06-06T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.3,29,11.5,0.126
2023-06-06T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.9,28,10.7,0.126
2023-06-06T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,39,10.2,0.126
2023-06-06T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.5,26,9.1,0.126
2023-06-06T04:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.8,16,8.5,0.126
2023-06-06T05:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1006.1,25,5.9,0.121
2023-06-06T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.4,7,7.1,0.121
2023-06-06T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.0,8,8.7,0.121
2023-06-06T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.5,20,10.1,0.121
2023-06-06T09:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.9,40,10.9,0.121
2023-06-06T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.6,47,13.1,0.121
2023-06-06T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.1,67,13.8,0.121
2023-06-06T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.4,31,15.2,0.122
2023-06-06T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.5,4,16.9,0.122
2023-06-06T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.4,2,16.6,0.122
2023-06-06T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.5,0,17.1,0.122
2023-06-06T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.0,1,16.9,0.122
2023-06-06T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.8,0,13.6,0.127
2023-06-06T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.1,0,14.0,0.127
2023-06-06T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.5,0,11.9,0.127
2023-06-06T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.5,0,9.7,0.127
2023-06-06T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.4,9,9.8,0.127
2023-06-06T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.0,19,9.3,0.127
2023-06-06T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.2,0,9.2,0.127
2023-06-07T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.8,2,7.9,0.127
2023-06-07T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.5,17,6.4,0.127
2023-06-07T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.0,23,7.5,0.127
2023-06-07T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.8,31,9.1,0.127
2023-06-07T04:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.9,31,8.7,0.127
2023-06-07T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.5,18,8.4,0.12
2023-06-07T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.7,23,8.5,0.12
2023-06-07T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.0,19,10.8,0.12
2023-06-07T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.2,21,10.0,0.12
2023-06-07T09:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.5,27,9.7,0.12
2023-06-07T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.2,20,13.1,0.12
2023-06-07T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.9,23,13.7,0.12
2023-06-07T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,68,14.4,0.12
2023-06-07T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.9,61,15.1,0.12
2023-06-07T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.4,10,15.7,0.12
2023-06-07T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.6,10,16.5,0.12
2023-06-07T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.4,15,14.8,0.12
2023-06-07T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.4,15,12.7,0.123
2023-06-07T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.9,4,12.3,0.123
2023-06-07T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.5,5,12.5,0.123
2023-06-07T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.3,3,13.8,0.123
2023-06-07T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,3,13.5,0.123
2023-06-07T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.5,20,16.2,0.123
2023-06-07T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.7,17,16.9,0.123
2023-06-08T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.1,27,16.6,0.123
2023-06-08T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.7,58,15.0,0.123
2023-06-08T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,40,14.0,0.124
2023-06-08T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.4,43,11.7,0.124
2023-06-08T04:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.2,51,7.8,0.124
2023-06-08T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.0,97,6.7,0.123
2023-06-08T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.5,65,7.1,0.123
2023-06-08T07:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1006.8,93,8.5,0.124
2023-06-08T08:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1007.1,94,8.8,0.126
2023-06-08T09:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1007.2,62,10.1,0.126
2023-06-08T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1007.0,40,10.8,0.126
2023-06-08T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.6,40,12.2,0.126
2023-06-08T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1006.0,31,13.0,0.126
2023-06-08T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.3,67,14.1,0.126
2023-06-08T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.7,69,15.8,0.126
2023-06-08T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.3,54,16.9,0.126
2023-06-08T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.6,50,16.9,0.126
2023-06-08T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.5,22,16.4,0.126
2023-06-08T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.7,96,14.0,0.129
2023-06-08T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.5,81,12.8,0.129
2023-06-08T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.9,48,12.5,0.129
2023-06-08T21:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1005.6,67,13.9,0.13
2023-06-08T22:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1005.8,58,14.8,0.132
2023-06-08T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1005.6,17,11.8,0.132
2023-06-09T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.9,29,11.5,0.132
2023-06-09T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.5,42,12.1,0.133
2023-06-09T02:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1003.7,51,12.2,0.134
2023-06-09T03:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1003.6,82,11.5,0.136
2023-06-09T04:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1003.7,65,10.5,0.137
2023-06-09T05:00,Santacruz_AWS,19.1197,72.8468,0.3,0.3,1003.9,100,10.5,0.139
2023-06-09T06:00,Santacruz_AWS,19.1197,72.8468,0.3,0.3,1005.2,97,16.9,0.129
2023-06-09T07:00,Santacruz_AWS,19.1197,72.8468,0.5,0.5,1005.6,34,16.3,0.134
2023-06-09T08:00,Santacruz_AWS,19.1197,72.8468,0.3,0.3,1005.8,17,15.7,0.137
2023-06-09T09:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1005.5,12,15.5,0.137
2023-06-09T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.8,15,15.7,0.137
2023-06-09T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1004.3,11,16.4,0.137
2023-06-09T12:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.8,9,21.4,0.137
2023-06-09T13:00,Santacruz_AWS,19.1197,72.8468,0.4,0.4,1003.0,51,22.7,0.141
2023-06-09T14:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1002.2,45,22.9,0.142
2023-06-09T15:00,Santacruz_AWS,19.1197,72.8468,0.7,0.7,1001.6,54,23.0,0.148
2023-06-09T16:00,Santacruz_AWS,19.1197,72.8468,0.6,0.6,1001.6,53,24.0,0.153
2023-06-09T17:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.9,42,29.3,0.153
2023-06-09T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.8,40,22.8,0.133
2023-06-09T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.0,6,19.5,0.133
2023-06-09T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.5,12,18.6,0.133
2023-06-09T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.9,19,22.5,0.133
2023-06-09T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.3,32,23.7,0.133
2023-06-09T23:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1003.4,68,23.8,0.134
2023-06-10T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.6,62,24.2,0.134
2023-06-10T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.1,77,21.6,0.134
2023-06-10T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.8,84,19.7,0.135
2023-06-10T03:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.7,87,19.5,0.135
2023-06-10T04:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.7,20,18.4,0.135
2023-06-10T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.0,17,18.2,0.137
2023-06-10T06:00,Santacruz_AWS,19.1197,72.8468,2.3,2.3,1003.0,100,23.3,0.165
2023-06-10T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.3,36,21.1,0.165
2023-06-10T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1003.0,2,19.1,0.165
2023-06-10T09:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.9,29,24.5,0.164
2023-06-10T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.6,1,26.0,0.163
2023-06-10T11:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.5,7,28.9,0.162
2023-06-10T12:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1002.3,49,31.1,0.162
2023-06-10T13:00,Santacruz_AWS,19.1197,72.8468,0.3,0.3,1001.3,43,26.6,0.164
2023-06-10T14:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1000.4,7,26.4,0.163
2023-06-10T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1000.3,17,29.7,0.162
2023-06-10T16:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1000.9,50,32.5,0.161
2023-06-10T17:00,Santacruz_AWS,19.1197,72.8468,0.9,0.9,1000.4,78,24.0,0.134
2023-06-10T18:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.3,25,29.5,0.134
2023-06-10T19:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.0,27,26.7,0.134
2023-06-10T20:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.3,22,24.3,0.134
2023-06-10T21:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.7,15,22.2,0.134
2023-06-10T22:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.8,33,23.0,0.134
2023-06-10T23:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.6,41,22.0,0.134
2023-06-11T00:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.0,38,20.9,0.134
2023-06-11T01:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.3,35,23.4,0.134
2023-06-11T02:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1000.6,23,22.5,0.135
2023-06-11T03:00,Santacruz_AWS,19.1197,72.8468,0.1,0.1,1000.9,53,22.0,0.135
2023-06-11T04:00,Santacruz_AWS,19.1197,72.8468,0.2,0.2,1001.1,34,25.6,0.137
2023-06-11T05:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1000.9,38,22.1,0.14
2023-06-11T06:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.6,8,23.2,0.14
2023-06-11T07:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.5,0,19.9,0.14
2023-06-11T08:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.4,23,20.3,0.14
2023-06-11T09:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.6,12,20.7,0.14
2023-06-11T10:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1002.7,34,27.4,0.14
2023-06-11T11:00,Santacruz_AWS,19.1197,72.8468,0.4,0.4,1002.7,16,29.8,0.143
2023-06-11T12:00,Santacruz_AWS,19.1197,72.8468,1.1,1.1,1002.2,45,32.4,0.156
2023-06-11T13:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1001.6,23,31.2,0.155
2023-06-11T14:00,Santacruz_AWS,19.1197,72.8468,0.9,0.9,1001.0,62,29.8,0.163
2023-06-11T15:00,Santacruz_AWS,19.1197,72.8468,0.0,0.0,1000.1,100,28.1,0.163
